,0,1,2
13,맥케인 케이준 후라이 2kg 냉동 감자튀김 후렌치후라이 감튀,"최저9,130원",https://cr.shopping.naver.com/adcr.nhn?x=T9sDz3mR5Gia2GQR6t8%2BX%2F%2F%2F%2Fw%3D%3Ds%2B%2FrlrFAjMrU6qhxhVhoXXAxcwsIn1ruczZbenpEQgBD11%2FXqYoC%2FPbVadL01uMO3EnuebvHKFPWsVUCDigL6VtyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHKrSIcZi51i57IK9dEOieM3LJOYH7%2BUr%2BgXR5VVpnF%2BK7RXiwcjGWeYWpdeGl2PwEHinNrx5sg4hc%2Bs%2BwYZL3l6Tq%2FbD2MGowZHhNOyBhpCeDT2CNidtU2Cs6Kd2V28bKqxCQ0NizZCvr%2ByNSC2RZBUykJ9tAJB2qMGkn5TaT1UbPPJrxjpBga%2Bf8M%2BB6nL1d334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HgjWRGYSkoXpbSzg9kp2eg3qS3bQfftqD6pFKVyzAa%2BAup2LdD%2BbxXYDmNHXbecDBmh752tht%2BNrzi3A%2BFSWKElDWvh18%2FnzsBDYroeU2MsbTvGpL1e3QvzqM8CeZk1hGJ1E0dKq9TeXJSzmq8Al5yhZlgLDItuIv6e1nb%2F2%2FaFwGGYmyhcDaBt%2BewmwnmTFTKaZf4iGfFVqpkLZ6Z6EeXfXRnwXV%2BGii9PCDflGcEUYS3KhITorHMrTqbX4dA%2FfgINWweEQhMr8IaKqLCOrLN1BjuqjAxizcXl8INHdyOSdgQQaTBWB%2B4v5sZvflxiXLV9XGUnFOgA1TYIPuyTukf%2FKHLxMTNqYMCMuBJjI7f5%2F0HQIiXcF4qwUXZ2sX76wW8%3D&nvMid=31397528554&catId=50001877
14,개미농법 자색 돼지감자즙 100ml x 60개입,"최저39,900원",https://cr.shopping.naver.com/adcr.nhn?x=DhEAO9GsqWaGILHuyhAFBP%2F%2F%2Fw%3D%3DsEeClZXURCPBmQlBSKkpHozPV2tK2GguPE4XBMMHzL4L11%2FXqYoC%2FPbVadL01uMO3YjApEEQRuVImgg4e7A6pRdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHKrSIcZi51i57IK9dEOieM3LJOYH7%2BUr%2BgXR5VVpnF%2BK7RXiwcjGWeYWpdeGl2PwEHinNrx5sg4hc%2Bs%2BwYZL3l6Tq%2FbD2MGowZHhNOyBhpCd1IVVRV%2BIGQhFmBQg%2Fst0pKT2B3TTIEhWDEJ9i3POHCUykJ9tAJB2qMGkn5TaT1UbPPJrxjpBga%2Bf8M%2BB6nL1d334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HjUVHiUWRrDWKhtJZ25SJALMpjOvKWkN%2FZO9WTRl%2BJHXa6UVF2WBXk8pyNQAd1l4QscP%2F%2BKFL%2B6dR46i1OjtICC7s%2BzzxC8sa0T8MGEozVqRRqRJG6RpzmPANs75zK0We7f7kN3stARekQjjFPh0%2F5Lh%2BOS2%2BD73f0XtfsAZsfFA7JXvbkXsemEyTIqEHZBHero25vV4DEJ1rWGN7C06%2FM9tliHevt0INgnjGD60p5dwYgN%2F1NgM4LgvOAJ6Euy6vmgFWmw12O8DWURXS%2F2hMLc0ZDYejL0YfsmYA3p6aeFwldznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=29904162619&catId=50007007
15,오리온 무뚝뚝 감자칩 60g,최저870원,https://cr.shopping.naver.com/adcr.nhn?x=qBOi253qPUnj2vagO68s0v%2F%2F%2Fw%3D%3Dsx5A5a%2BcoGeavI%2BUk0c0WIarE8FtMK%2BfkqQmPARBf%2FVj6tqFPUgrb4kukVk4dN7aAtRvQo8f%2BlMccqFFq3uOGw0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2FbsfHlzXGKucaEbsChEos4FdGyQQkWPFGZ0kbJjc90AHhQpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExji8o%2BHUs6VJt8%2FuzsNFmj58%2FltUem26kZ1An0Fy7keyTAknLkCnWEeriZBpndT1lzUfzuKnJ6rXXT0Qvfgh3sFLpTEl5qHQ6bSWQg5m1P1klv3TBQnLXdnRGwj2MrqVy2a6%2BeHjRfRPm0abbjcom0kijK8DCZSswxLIfBPSPunbe2si0M8zDN%2BFuwf49868DUDKB%2BBVYR8nkkf2xQoXxFU%2BgtF15PMkmjkNDmi88yMRTBIot4eawUX7pAKeVG8P8nBAA2YI3EJFKvnEBNm4YcEy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=10658761887&catId=50001998
16,오리온 눈을감자 56g,최저850원,https://cr.shopping.naver.com/adcr.nhn?x=LxpIvMyPB66xGPRsHLGec%2F%2F%2F%2Fw%3D%3Ds378h53svFceD40xUlLjV7YtUv33FwQ%2FKm5oFn6lanrn6tqFPUgrb4kukVk4dN7aA0KjmMlpOTIg8ylbcarb63tof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWvu9tqJHbfXPwfKkK5PpdFttd6rYIzUR9PyTmbfshzta4jp8uemz%2B7MaYE6fnL7VfSWzUz3G5xfGQ8%2B3tBOZJEWvqR2unsG9Pw6XBns%2FftjIAMMwerT%2Be0U4VhthrKBq9jetP6Xq8JpW6F%2FOefjP98ApDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExjU5wfMbpmM6%2BsY7Nk7sGDFC0afASdA2UNqNtsNDaOtdgbTewvyRxGi05G%2FOysQoDZzVJuoP%2Fst4vTb4mJ8JSDtLpTEl5qHQ6bSWQg5m1P1ktd57PBEAvlq8IU3Q1i%2FAJqPK2RokhR%2BoWzWiY4ACPNZCcw6xw6%2Fo%2BOaTLOOReQXTzUWcCzO9n8CiL3U9WzLiClPwCXFJiRdosf3os3K%2FWn1Ez%2BW9edlb28QjW8wqi2HnZoQDyOPZnKSRv%2B3r6KfxBlvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=9970347945&catId=50001998
17,노브랜드 해쉬 브라운 감자 640g,"최저2,570원",https://cr.shopping.naver.com/adcr.nhn?x=t9QTYggu5nD%2FMZUX4hd4W%2F%2F%2F%2Fw%3D%3DsCTCHxgskBRiAs1Qse8W28HzDOdQd5mrJmiFYvEOyl2%2F6tqFPUgrb4kukVk4dN7aAwAsp1h3dPr5vzetMaqgTb0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2FbtduCyi8vp8F8HzaIZQYPkq3jPKKZ%2Bv2zl8NxpvYeeqWgpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExi5q%2Fh9NAUwvLvwM4meBUntdXuuPsatgYU9id2jTf8AfVrJHhqXwVshp4M8nKDLMotJIPDFA7sL5bU%2FPw4w%2Fd57LpTEl5qHQ6bSWQg5m1P1knMX4NpYY8BW23%2Fs%2BitFSZkNWMt%2FIde7q2d4wr75ShQn4WNLGqXwpznq5QqfaFPgPfq0YkAKGNEwdlbVvoM8Y5HwKbP1%2BzskB6K2JX5Zu3zjDWrhHEcp0p%2F%2FKKziu53PdE7TIUN6Ra3lElWPhXv5FfQqguaEjT3iu0qKeg8GsAhlV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=31672720472&catId=50001877
18,맥케인 스트레이트컷 스킨온 2 27kg 감자튀김 맥케인 드라이,"최저8,870원",https://cr.shopping.naver.com/adcr.nhn?x=OFivAshMMwaBNkDLRhmlbv%2F%2F%2Fw%3D%3Ds784Y%2Fp6OTF6xc%2BRVxXztQhohmgD0oiUYJEz6scZR%2Fn9%2Bl6uwIDSFNhsIt4Ke0I3qU0sAN9JNMrjPqG%2FN7UmHEkPg%2F6PYJW9LpCSumzPJoijqwaShusc4uN1D0982lqsADninsbK%2B0QEqymm0VXCpcozLi21O7t%2BaM36aRQHaLjBBBajPSlNsehlVHvLCMQAahmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9Crm9pTCFXrTHGLNuQmpdS3n1YI3stlquoR8HUi1hhjYt%2Fa6W%2FGFeasd5DQNlTJa7P4nFM0ZQUIqcsmz3WIfC5%2BueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMg1XTGtYCjYHI9q1uONoGmsULwi9L40%2BwQ8nsPqaU2L%2FqLiORyuCNHAyfg4ANOQZJx%2BJt7ZA9XbdC3692MBfKnqS13L%2FQM%2BCZuq6rpKOfI%2Bg7syfENHColJFrW5acpagXMWhGusrwRoAmayA4ZMhVdLBOWyjqH95UPo9BKOjmj2lq4DSfPiqUwt3F5xLCB1zbTnRBLLvYUlXopKEHwIr9SGCjBjaYHFLHWXYC02XlUAwSbmdVCrT8JFqiqFnAuX2P93AnPVvXYwhQODQbJLHOSIEs8cFUTVf2EXpmSuc9bAhLNOp7RT%2F2Rh9pXac4gBNUb8vAY11gLerFyWVUQkfJ1gzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=31701705359&catId=50001877
19,맛감자 2kg 루토사 포테이토 크런치 감자튀김 15 포테이토 크런치 맛감자 2kg 참조,"최저6,800원",https://cr.shopping.naver.com/adcr.nhn?x=QmWYKwYuWDJ4e1CJJcn9XP%2F%2F%2Fw%3D%3DsOpT%2FmBVxXSPskodYWtTclBtzxQWuYkd2L5elusAIa7H6tqFPUgrb4kukVk4dN7aAfCKUewgk8vRaA9Uk7TY75EgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2Fbs6jHza2%2B%2B7RU9KX%2BG5u2cQx0bbmNyot%2FbOS%2BfrAHA8gQpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExj5noQ7XpMrDM9kCExG3HiBdXuuPsatgYU9id2jTf8AfVrJHhqXwVshp4M8nKDLMou8m2JF0KSBeYW4RxFv7K9QLpTEl5qHQ6bSWQg5m1P1kiKc5r4yD72JBWw5EJ0T32nu%2BJ%2FxIAzOsVOoEAdcQtkJ%2Fq8ifdTXZusQ9fcLTswpBOG78AL55bHfxJgroldrNjjPz6mLJVnDGnF%2FFWpl9coJvXFjM2rdoGYxvdGbkigL9Tvup0aw%2BF%2FVcnc%2F%2FfA9EjLwHkWG56%2FlXinYb3LIuikpujxkjsJ%2BexOwAeyxN%2FPc1dKG2jnbljhPuwjAfv%2F36xFicchwRNwmJ84TyxvjggzFmWaqKRpBLLfDvCvJbjU8%2BUX83F26Z3lxX3yNC7ES2Jnke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=30899238481&catId=50001877
20,새청뜰 남원 수제 전통 김 다시마 고추 감자 부각 생활감동,"최저6,050원",https://cr.shopping.naver.com/adcr.nhn?x=vEtBYyiWZiwsEw9i7JCSPP%2F%2F%2Fw%3D%3Dsxktj4WsBkVx6oJeKRoP%2BotRlXpcYNn0qzuhbFawbJFf6tqFPUgrb4kukVk4dN7aAHnHQ2P5U8pj0zvg57H1%2Fp0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2FbtE4REclIy4AmGZZOQuZRlaFIBdpZ5ykz%2FYc%2FU2szdUlQpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExjK0kzw5NY%2FvwgRovLWLDRzaCggqxzSk0EzU99rGAl7HSq%2FA4jfQ12pKDnm6DMeXqkJWtfkmlMZdCVMpTX53VvCLpTEl5qHQ6bSWQg5m1P1kq6M2XCEP075r7t6QcBbC6XFTt7aKYcpXd692JGqEmGws1tnXUl%2Beo2yqTq%2BDexwkQftDUZAqWa%2BT%2FLttSMiOoQDteqAn87eeoJAWdVQRAtRk3dggbA7pLh4frU0BUjFa5K7Ysa2ieV%2BelUr%2FqCY%2BbvS9ia6N0KSzQ9htOKmqR5XT8AlxSYkXaLH96LNyv1p9VFdI4Y8G8WVSVatUD4H5CxMpGN27yZ0tf85fVymltBob1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=30469547084&catId=50002018
21,심플로트 스킨온 10컷 랜치 웨지 반달감자 2kg,"최저5,880원",https://cr.shopping.naver.com/adcr.nhn?x=zBZ23NZ9cN22slLI22GkgP%2F%2F%2Fw%3D%3DsmeQ%2FyfddsM5opdPPmt7m97ChpH6pKPpF%2BXSHAC2r%2Fmb6tqFPUgrb4kukVk4dN7aASKtY5akwOhUNaeheanGxtkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2FbtwBvdRplqE0qdxMIbL%2B82Q3cjAWx6Aswp6Cuc%2FYDZR1gpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExjhBytVR%2FxNoVynREH9xnuRnej2z53PUS1TSUIYwD3Ij1rJHhqXwVshp4M8nKDLMouCBFp1VwbuxodqEuCVpEtKLpTEl5qHQ6bSWQg5m1P1knOun%2FhYtfPePjLvFhMi4j86JsyPslcVdTEG1fZM4gy3RdZOzd%2FHe%2F8Vd1lz8wFOhbpkalVHI0D%2BRQHYn%2B3SvZpEwOW7R6FrZEguji6%2FsyTXmf2z4etgmNXg5S3NpyxceaDLJQhB6S7huPSZh3Zsv8yIDf9TYDOC4LzgCehLsur5nEq%2FRgvged%2FBiy8R0YAS2PmgL0G%2B4Deg8NoKi7ItXwpXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=32240030740&catId=50001877
22,루토사 스트레이트 감자튀김 1kg,"최저3,170원",https://cr.shopping.naver.com/adcr.nhn?x=uidapLRDGNE8mDDD613DlP%2F%2F%2Fw%3D%3DssqjEULho0wNM1D1Pq%2BBEkbUmSWYybFc8fslc3NzrdDH11%2FXqYoC%2FPbVadL01uMO3zF6Z4L3vy4%2FCLIyjadlnNdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHKrSIcZi51i57IK9dEOieM3LJOYH7%2BUr%2BgXR5VVpnF%2BK7RXiwcjGWeYWpdeGl2PwEHinNrx5sg4hc%2Bs%2BwYZL3l6Tq%2FbD2MGowZHhNOyBhpCeWirPOfccKSNYMaGxgGrw9h%2Bec1LX39pqrwXIjIM1vPEykJ9tAJB2qMGkn5TaT1UbPPJrxjpBga%2Bf8M%2BB6nL1d334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HibnobWc%2Fka0uuIMpYCGV8MyxHthEiN5TA0J5Z0RzHbOOp2LdD%2BbxXYDmNHXbecDBkGH86W1VWkENHdgBWttCE8o31mWtnA5YRgkWsz7fYrfBconPOavnHPxtITG5QVRoLhVN%2FwdfJqgGWiy%2Fj%2FZU95%2BxXSMlrzjr7mNBFws7DlL7sD%2FS9I%2B2LxwdjijZ9qy3BrtoibKFhAIsFv5Pkp2dSnZ9AYrDzgLvocWJjVfQzp0KAMcCxRX0OBNfbSj0GCpNYa1C6bjxFTLepa%2Bao8SCtIBWaKVdlU7DyD6pm%2Ft4ey6x0cjwVm1BUYVknE7IEMpz4%3D&nvMid=31706564339&catId=50001877
23,웰빙 건강중심 볶은 돼지감자 차 500g,"최저8,000원",https://cr.shopping.naver.com/adcr.nhn?x=DJ9e8h9bS6cztMRlFdktP%2F%2F%2F%2Fw%3D%3DsSSs4dlL2AMDU8v9c08cnXIA11wRQGOQq%2BCB95zhHiJXuNWB6%2BiOs87tYTQ2n8VpWDQUiiJKi0j5MYNXaWQk2dEPg%2F6PYJW9LpCSumzPJoijqwaShusc4uN1D0982lqsADninsbK%2B0QEqymm0VXCpcozLi21O7t%2BaM36aRQHaLjBBBajPSlNsehlVHvLCMQAahmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9B%2BaXEfdxhbmQu4b5neNp7Nn1YI3stlquoR8HUi1hhjYt%2Fa6W%2FGFeasd5DQNlTJa7P4nFM0ZQUIqcsmz3WIfC5%2BueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMjkTe9gVPMZvW70EslbtJN6ULwi9L40%2BwQ8nsPqaU2L%2Fpoe3QoKkGOhtBjEBY7S3JIx4zq2vqvqOVdO0FlvJPhsS13L%2FQM%2BCZuq6rpKOfI%2Bg6pXFIAmFdnc%2Frh%2FyxJS5fKX1nkBIuR9UMu5k7XH%2BnB0BN7WoYvS801sY%2FgMwu9JZf7mHqCIxZGIJAl6ajgO1%2BAmYMHvz1Fnnlcg25%2F%2F3zkK%2BgtF15PMkmjkNDmi88yMRc1UWtGFtGDqbb0xR%2B1Pbi%2FBAA2YI3EJFKvnEBNm4YcEy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=31144770618&catId=50002384
24,해태제과 구운감자 27g,최저480원,https://cr.shopping.naver.com/adcr.nhn?x=%2BejE46XcXIZhjmTX%2B2EPkP%2F%2F%2Fw%3D%3Ds7G7ZLMPrTMvsPGbGeJBak5u5sYzyxIID481Zpvd7w3fyuUkfG485ko9Mx5eDH%2BkxSkm%2Blqdt47yiKIncXUYD3IZnlrSZr8PDPdBCvs8uWtdKzInqKADQtYsSu9KSIlX7QZutqpVDeyAc8Li7uR%2BmJlljBBYtv5payX80X9AyDM2gvqajU0ObnZcxKcivXivr3IZpKv7R1G7ftbswwgHg0WT0ijqJmgB8QFB%2BxuSEEwHC3O4B%2BdXRBZCjcovqYZKEE42QdBZGZzwG32UubbjYqLMUhyoaP5%2Bmw%2F8DAQfUJI75a%2Fsv7zhe7Pk7QbBgu%2FkaVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb9%2BZT9achalfYD34DBLz6M0ISFv7n5uAItYPm5%2BaPBVoLqnhYefLpi6StGeQ7szu0lvLSreNs%2BmVleSGGNAlUrEsckzTqbxeSSgAFLHEsUV6TIl4fs6btXW%2BRVpC7ESWsEtWRWtkGGtYzVnBhRE3om2uwfgXF8cfi0NBry6nPObmzzO1UEyJjgTGb10xAov%2B46IDf9TYDOC4LzgCehLsur5KcCCZB%2Bz0onMR7v6SG%2F2GrAWARJwpflg6L4I2p6FTVNXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=5717873004&catId=50001998
25,본아미 감자칩 와사비맛 68g,최저660원,https://cr.shopping.naver.com/adcr.nhn?x=L0%2Fixqj3vIIQ73dmMAfBKv%2F%2F%2Fw%3D%3DsavnxgZQcGPznIONU7nqDeK6ARgcljWu0M9XbG14p%2B8D6tqFPUgrb4kukVk4dN7aAJ3vKWTlNsn0rh3Vw7fBGqEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS4QPlYXyL3cnursDztOpIele6WUqrzgxtJA%2F39mHt4Ff4caovVTCIm8tA7LDZLBDTRsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2FbtbsxicOiLn6sytgQEDjYaYE6%2FK5Vl9EoRSrJvoRremFQpDZQ8Sr5A9bAXG5x9YHB2OwYdfwd9mz6JQam7s%2BAfuy%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExhzE5imuHdw9rpNyXaht625ycWs3TjDHVv4c1SqsXutuTAknLkCnWEeriZBpndT1lwwUb%2F60XkGqGij8EdomTXcLpTEl5qHQ6bSWQg5m1P1khqpYvhogFo7FxYMoNHI%2FtNx929HgojhtjDdt3A%2F%2Bb8BjR930cIOfOu%2B7x6u%2FMGMS%2FI0fIFRfBZUPaSLRPGc3PLkMhBkid4qBS0GMm1JriDnAlWBfahU2w5%2FChzTt%2FFj1q%2FZzo4bJsXm%2F88UbQ7jLg0XAUEgfxICVwe%2BPr5QkCr0dVMYcmrBNLGCBD8pUtsj%2BIKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=13811900743&catId=50001998
